Fecha;TIPO CAMBIO COMPRA;TIPO DE CAMBIO VENTA;
30 dic 2016;548,18;561,10;
31 dic 2016;548,18;561,10;
1 ene 2017;548,18;561,10;
2 ene 2017;548,18;561,10;
3 ene 2017;548,14;561,10;
4 ene 2017;548,17;561,09;
5 ene 2017;548,80;561,60;
6 ene 2017;549,12;561,87;
7 ene 2017;549,27;561,98;
8 ene 2017;549,27;561,98;
9 ene 2017;549,27;561,98;
10 ene 2017;549,40;561,95;
11 ene 2017;549,33;561,94;
12 ene 2017;549,12;561,76;
13 ene 2017;548,60;561,19;
14 ene 2017;548,10;560,76;
15 ene 2017;548,10;560,76;
16 ene 2017;548,10;560,76;
17 ene 2017;548,09;560,62;
18 ene 2017;548,03;560,62;
19 ene 2017;548,04;560,60;
20 ene 2017;548,01;560,59;
21 ene 2017;547,97;560,59;
22 ene 2017;547,97;560,59;
23 ene 2017;547,97;560,59;
24 ene 2017;548,03;560,61;
25 ene 2017;547,92;560,66;
26 ene 2017;547,86;560,62;
27 ene 2017;548,23;560,96;
28 ene 2017;548,64;561,38;
29 ene 2017;548,64;561,38;
30 ene 2017;548,64;561,38;
31 ene 2017;548,75;561,42;
1 feb 2017;550,08;562,70;
2 feb 2017;550,14;562,77;
3 feb 2017;550,99;563,62;
4 feb 2017;551,63;564,19;
5 feb 2017;551,63;564,19;
6 feb 2017;551,63;564,19;
7 feb 2017;551,93;564,53;
8 feb 2017;553,10;565,82;
9 feb 2017;553,62;566,31;
10 feb 2017;553,65;566,38;
11 feb 2017;554,08;566,16;
12 feb 2017;554,08;566,16;
13 feb 2017;554,08;566,16;
14 feb 2017;554,18;566,77;
15 feb 2017;553,95;566,90;
16 feb 2017;554,50;567,49;
17 feb 2017;555,82;568,78;
18 feb 2017;555,98;568,92;
19 feb 2017;555,98;568,92;
20 feb 2017;555,98;568,92;
21 feb 2017;556,06;568,93;
22 feb 2017;555,93;568,90;
23 feb 2017;555,93;568,87;
24 feb 2017;555,76;568,77;
25 feb 2017;555,30;568,37;
26 feb 2017;555,30;568,37;
27 feb 2017;555,30;568,37;
28 feb 2017;555,19;568,16;
29 feb 2017;;;
1 mar 2017;554,97;567,96;
2 mar 2017;554,65;567,29;
3 mar 2017;554,58;567,26;
4 mar 2017;554,60;567,27;
5 mar 2017;554,60;567,27;
6 mar 2017;554,60;567,27;
7 mar 2017;554,88;567,40;
8 mar 2017;554,82;567,44;
9 mar 2017;555,35;567,98;
10 mar 2017;555,41;568,09;
11 mar 2017;555,10;567,83;
12 mar 2017;555,10;567,83;
13 mar 2017;555,10;567,83;
14 mar 2017;555,09;567,72;
15 mar 2017;554,52;567,21;
16 mar 2017;553,57;566,17;
17 mar 2017;552,90;565,53;
18 mar 2017;551,81;564,43;
19 mar 2017;551,81;564,43;
20 mar 2017;551,81;564,43;
21 mar 2017;551,56;564,07;
22 mar 2017;551,44;564,04;
23 mar 2017;551,63;564,30;
24 mar 2017;552,11;564,85;
25 mar 2017;552,12;564,89;
26 mar 2017;552,12;564,89;
27 mar 2017;552,12;564,89;
28 mar 2017;552,48;565,11;
29 mar 2017;552,67;565,41;
30 mar 2017;553,27;566,11;
31 mar 2017;554,43;567,34;
1 abr 2017;554,47;567,36;
2 abr 2017;554,47;567,36;
3 abr 2017;554,47;567,36;
4 abr 2017;555,00;567,62;
5 abr 2017;555,46;568,13;
6 abr 2017;556,14;568,79;
7 abr 2017;556,36;568,99;
8 abr 2017;556,52;569,13;
9 abr 2017;556,52;569,13;
10 abr 2017;556,52;569,13;
11 abr 2017;556,57;569,28;
12 abr 2017;556,57;569,28;
13 abr 2017;555,36;568,20;
14 abr 2017;555,36;568,20;
15 abr 2017;555,36;568,20;
16 abr 2017;555,36;568,20;
17 abr 2017;555,36;568,20;
18 abr 2017;555,12;567,70;
19 abr 2017;554,88;567,62;
20 abr 2017;554,80;567,67;
21 abr 2017;554,85;567,67;
22 abr 2017;554,84;567,71;
23 abr 2017;554,84;567,71;
24 abr 2017;554,84;567,71;
25 abr 2017;555,19;567,88;
26 abr 2017;555,75;568,50;
27 abr 2017;556,79;569,56;
28 abr 2017;557,86;570,62;
29 abr 2017;557,90;570,72;
30 abr 2017;557,90;570,72;
1 may 2017;557,90;570,72;
2 may 2017;557,90;570,72;
3 may 2017;558,49;571,14;
4 may 2017;558,84;571,55;
5 may 2017;559,43;572,04;
6 may 2017;560,92;573,51;
7 may 2017;560,92;573,51;
8 may 2017;560,92;573,51;
9 may 2017;561,84;574,48;
10 may 2017;563,79;576,33;
11 may 2017;564,18;576,74;
12 may 2017;564,14;576,74;
13 may 2017;564,43;577,03;
14 may 2017;564,43;577,03;
15 may 2017;564,43;577,03;
16 may 2017;564,86;577,39;
17 may 2017;566,31;578,94;
18 may 2017;569,26;581,90;
19 may 2017;570,71;583,37;
20 may 2017;573,82;586,43;
21 may 2017;573,82;586,43;
22 may 2017;573,82;586,43;
23 may 2017;577,98;590,57;
24 may 2017;582,18;595,13;
25 may 2017;585,56;598,49;
26 may 2017;581,71;594,47;
27 may 2017;574,06;587,25;
28 may 2017;574,06;587,25;
29 may 2017;574,06;587,25;
30 may 2017;570,26;582,87;
31 may 2017;567,37;580,12;
1 jun 2017;564,22;576,86;
2 jun 2017;562,76;575,67;
3 jun 2017;562,74;575,47;
4 jun 2017;562,74;575,47;
5 jun 2017;562,74;575,47;
6 jun 2017;562,80;575,40;
7 jun 2017;562,76;575,46;
8 jun 2017;562,88;575,52;
9 jun 2017;563,60;576,39;
10 jun 2017;564,56;577,40;
11 jun 2017;564,56;577,40;
12 jun 2017;564,56;577,40;
13 jun 2017;564,75;577,48;
14 jun 2017;564,71;577,53;
15 jun 2017;564,65;577,45;
16 jun 2017;564,67;577,46;
17 jun 2017;564,12;576,78;
18 jun 2017;564,12;576,78;
19 jun 2017;564,12;576,78;
20 jun 2017;564,18;576,83;
21 jun 2017;564,62;577,37;
22 jun 2017;564,65;577,39;
23 jun 2017;564,62;577,39;
24 jun 2017;564,58;577,39;
25 jun 2017;564,58;577,39;
26 jun 2017;564,58;577,39;
27 jun 2017;564,69;577,41;
28 jun 2017;564,55;577,39;
29 jun 2017;564,77;577,64;
30 jun 2017;567,09;579,87;
1 jul 2017;566,01;579,03;
2 jul 2017;566,01;579,03;
3 jul 2017;566,01;579,03;
4 jul 2017;568,31;575,38;
5 jul 2017;568,87;575,60;
6 jul 2017;569,67;575,13;
7 jul 2017;569,21;574,54;
8 jul 2017;569,30;574,83;
9 jul 2017;569,30;574,83;
10 jul 2017;569,30;574,83;
11 jul 2017;568,51;575,44;
12 jul 2017;569,99;575,00;
13 jul 2017;569,83;575,05;
14 jul 2017;568,48;574,01;
15 jul 2017;568,20;574,57;
16 jul 2017;568,20;574,57;
17 jul 2017;568,20;574,57;
18 jul 2017;568,39;574,99;
19 jul 2017;569,33;575,01;
20 jul 2017;569,70;574,39;
21 jul 2017;569,73;575,18;
22 jul 2017;568,90;575,25;
23 jul 2017;568,90;575,25;
24 jul 2017;568,90;575,25;
25 jul 2017;568,63;575,35;
26 jul 2017;568,63;575,35;
27 jul 2017;568,75;575,05;
28 jul 2017;569,68;574,58;
29 jul 2017;568,87;575,17;
30 jul 2017;568,87;575,17;
31 jul 2017;568,87;575,17;
1 ago 2017;568,96;575,59;
2 ago 2017;570,34;576,62;
3 ago 2017;570,34;576,62;
4 ago 2017;571,55;577,62;
5 ago 2017;571,50;577,62;
6 ago 2017;571,50;577,62;
7 ago 2017;571,50;577,62;
8 ago 2017;570,43;577,91;
9 ago 2017;572,26;578,44;
10 ago 2017;573,70;579,33;
11 ago 2017;573,54;578,83;
12 ago 2017;572,97;578,91;
13 ago 2017;572,97;578,91;
14 ago 2017;572,97;578,91;
15 ago 2017;572,88;578,66;
16 ago 2017;572,88;578,66;
17 ago 2017;572,09;578,02;
18 ago 2017;571,10;577,60;
19 ago 2017;571,60;577,40;
20 ago 2017;571,60;577,40;
21 ago 2017;571,60;577,40;
22 ago 2017;571,40;577,48;
23 ago 2017;572,08;577,14;
24 ago 2017;572,65;577,18;
25 ago 2017;572,34;577,52;
26 ago 2017;571,41;577,27;
27 ago 2017;571,41;577,27;
28 ago 2017;571,41;577,27;
29 ago 2017;571,05;577,53;
30 ago 2017;571,27;577,23;
31 ago 2017;571,91;577,42;
1 set 2017;572,81;578,08;
2 set 2017;572,70;578,78;
3 set 2017;572,70;578,78;
4 set 2017;572,70;578,78;
5 set 2017;571,95;579,35;
6 set 2017;574,36;579,71;
7 set 2017;575,52;580,65;
8 set 2017;576,17;580,87;
9 set 2017;574,29;580,76;
10 set 2017;574,29;580,76;
11 set 2017;574,29;580,76;
12 set 2017;574,41;580,63;
13 set 2017;575,12;579,95;
14 set 2017;574,94;579,82;
15 set 2017;574,22;579,48;
16 set 2017;574,22;579,48;
17 set 2017;574,22;579,48;
18 set 2017;574,22;579,48;
19 set 2017;573,53;579,37;
20 set 2017;573,44;578,91;
21 set 2017;572,93;578,28;
22 set 2017;572,55;577,96;
23 set 2017;571,46;577,33;
24 set 2017;571,46;577,33;
25 set 2017;571,46;577,33;
26 set 2017;570,37;577,11;
27 set 2017;570,74;576,62;
28 set 2017;570,52;575,13;
29 set 2017;569,62;575,01;
30 set 2017;568,33;574,13;
1 oct 2017;568,33;574,13;
2 oct 2017;568,33;574,13;
3 oct 2017;567,04;575,46;
4 oct 2017;569,57;575,46;
5 oct 2017;570,62;575,47;
6 oct 2017;571,73;575,76;
7 oct 2017;571,28;577,04;
8 oct 2017;571,28;577,04;
9 oct 2017;571,28;577,04;
10 oct 2017;571,37;577,87;
11 oct 2017;571,70;577,40;
12 oct 2017;571,33;576,74;
13 oct 2017;570,42;574,78;
14 oct 2017;568,13;573,78;
15 oct 2017;568,13;573,78;
16 oct 2017;568,13;573,78;
17 oct 2017;568,13;573,78;
18 oct 2017;566,69;573,16;
19 oct 2017;567,24;572,85;
20 oct 2017;567,30;572,42;
21 oct 2017;567,15;573,50;
22 oct 2017;567,15;573,50;
23 oct 2017;567,15;573,50;
24 oct 2017;566,52;573,20;
25 oct 2017;566,39;571,71;
26 oct 2017;567,21;571,94;
27 oct 2017;566,83;571,74;
28 oct 2017;566,02;572,36;
29 oct 2017;566,02;572,36;
30 oct 2017;566,02;572,36;
31 oct 2017;566,65;572,11;
1 nov 2017;566,23;571,69;
2 nov 2017;566,28;572,54;
3 nov 2017;567,65;572,56;
4 nov 2017;566,36;571,72;
5 nov 2017;566,36;571,72;
6 nov 2017;566,36;571,72;
7 nov 2017;565,77;572,71;
8 nov 2017;566,91;572,66;
9 nov 2017;567,08;572,37;
10 nov 2017;567,41;571,92;
11 nov 2017;566,92;572,06;
12 nov 2017;566,92;572,06;
13 nov 2017;566,92;572,06;
14 nov 2017;566,25;571,88;
15 nov 2017;565,96;571,11;
16 nov 2017;565,30;570,90;
17 nov 2017;564,76;569,83;
18 nov 2017;563,48;569,41;
19 nov 2017;563,48;569,41;
20 nov 2017;563,48;569,41;
21 nov 2017;561,75;568,80;
22 nov 2017;562,63;568,51;
23 nov 2017;562,57;568,37;
24 nov 2017;562,71;568,06;
25 nov 2017;563,36;568,04;
26 nov 2017;563,36;568,04;
27 nov 2017;563,36;568,04;
28 nov 2017;563,12;568,41;
29 nov 2017;562,81;568,47;
30 nov 2017;563,32;568,56;
1 dic 2017;563,42;568,13;
2 dic 2017;562,25;568,91;
3 dic 2017;562,25;568,91;
4 dic 2017;562,25;568,91;
5 dic 2017;563,12;568,42;
6 dic 2017;563,10;568,60;
7 dic 2017;563,53;568,75;
8 dic 2017;563,83;568,85;
9 dic 2017;562,34;569,00;
10 dic 2017;562,34;569,00;
11 dic 2017;562,34;569,00;
12 dic 2017;562,75;568,86;
13 dic 2017;562,90;568,65;
14 dic 2017;563,45;568,83;
15 dic 2017;563,72;568,08;
16 dic 2017;563,04;568,37;
17 dic 2017;563,04;568,37;
18 dic 2017;563,04;568,37;
19 dic 2017;562,94;568,59;
20 dic 2017;563,16;569,12;
21 dic 2017;563,81;570,03;
22 dic 2017;565,01;570,82;
23 dic 2017;563,70;571,05;
24 dic 2017;563,70;571,05;
25 dic 2017;563,70;571,05;
26 dic 2017;563,70;571,05;
27 dic 2017;565,26;570,96;
28 dic 2017;565,52;571,33;
29 dic 2017;566,42;572,56;
30 dic 2017;566,42;572,56;
31 dic 2017;566,42;572,56;
1 ene 2018;566,42;572,56;
2 ene 2018;566,42;572,56;
3 ene 2018;566,08;572,71;
4 ene 2018;566,76;572,25;
5 ene 2018;568,03;572,97;
6 ene 2018;566,03;572,42;
7 ene 2018;566,03;572,42;
8 ene 2018;566,03;572,42;
9 ene 2018;565,85;572,94;
10 ene 2018;566,99;572,79;
11 ene 2018;566,86;573,06;
12 ene 2018;567,17;572,38;
13 ene 2018;566,00;571,96;
14 ene 2018;566,00;571,96;
15 ene 2018;566,00;571,96;
16 ene 2018;565,29;571,51;
17 ene 2018;565,50;571,56;
18 ene 2018;565,85;570,47;
19 ene 2018;565,90;571,06;
20 ene 2018;565,61;571,73;
21 ene 2018;565,61;571,73;
22 ene 2018;565,61;571,73;
23 ene 2018;566,03;571,85;
24 ene 2018;566,23;572,02;
25 ene 2018;565,63;571,66;
26 ene 2018;566,40;571,12;
27 ene 2018;566,05;571,09;
28 ene 2018;566,05;571,09;
29 ene 2018;566,05;571,09;
30 ene 2018;565,90;571,61;
31 ene 2018;566,40;572,27;
1 feb 2018;566,31;573,22;
2 feb 2018;567,99;573,50;
3 feb 2018;567,54;574,09;
4 feb 2018;567,54;574,09;
5 feb 2018;567,54;574,09;
6 feb 2018;568,29;575,37;
7 feb 2018;569,80;576,51;
8 feb 2018;570,24;577,36;
9 feb 2018;571,48;576,75;
10 feb 2018;569,44;575,42;
11 feb 2018;569,44;575,42;
12 feb 2018;569,44;575,42;
13 feb 2018;567,69;574,55;
14 feb 2018;567,36;572,80;
15 feb 2018;566,51;572,34;
16 feb 2018;566,84;572,06;
17 feb 2018;566,64;572,54;
18 feb 2018;566,64;572,54;
19 feb 2018;566,64;572,54;
20 feb 2018;566,04;572,41;
21 feb 2018;566,26;572,88;
22 feb 2018;566,36;572,61;
23 feb 2018;566,83;572,58;
24 feb 2018;566,56;572,43;
25 feb 2018;566,56;572,43;
26 feb 2018;566,56;572,43;
27 feb 2018;566,69;572,84;
28 feb 2018;567,12;572,82;
29 feb 2018;;;
1 mar 2018;566,62;572,84;
2 mar 2018;566,66;572,81;
3 mar 2018;566,32;572,78;
4 mar 2018;566,32;572,78;
5 mar 2018;566,32;572,78;
6 mar 2018;566,37;572,76;
7 mar 2018;566,64;571,74;
8 mar 2018;566,40;571,85;
9 mar 2018;566,53;571,77;
10 mar 2018;566,41;572,11;
11 mar 2018;566,41;572,11;
12 mar 2018;566,41;572,11;
13 mar 2018;565,84;572,34;
14 mar 2018;565,40;571,50;
15 mar 2018;564,78;569,91;
16 mar 2018;563,33;568,26;
17 mar 2018;562,68;568,66;
18 mar 2018;562,68;568,66;
19 mar 2018;562,68;568,66;
20 mar 2018;561,68;568,69;
21 mar 2018;561,80;568,08;
22 mar 2018;562,25;568,18;
23 mar 2018;562,80;567,45;
24 mar 2018;562,15;567,34;
25 mar 2018;562,15;567,34;
26 mar 2018;562,15;567,34;
27 mar 2018;562,04;568,08;
28 mar 2018;563,17;568,40;
29 mar 2018;562,40;569,31;
30 mar 2018;562,40;569,31;
31 mar 2018;562,40;569,31;
1 abr 2018;562,40;569,31;
2 abr 2018;562,40;569,31;
3 abr 2018;561,31;569,19;
4 abr 2018;561,98;569,33;
5 abr 2018;562,99;569,12;
6 abr 2018;564,13;569,87;
7 abr 2018;564,48;570,20;
8 abr 2018;564,48;570,20;
9 abr 2018;564,48;570,20;
10 abr 2018;562,47;568,88;
11 abr 2018;563,27;568,56;
12 abr 2018;563,27;568,56;
13 abr 2018;562,69;567,63;
14 abr 2018;562,07;567,00;
15 abr 2018;562,07;567,00;
16 abr 2018;562,07;567,00;
17 abr 2018;561,08;567,39;
18 abr 2018;561,10;567,47;
19 abr 2018;560,65;567,53;
20 abr 2018;561,21;566,82;
21 abr 2018;561,27;567,64;
22 abr 2018;561,27;567,64;
23 abr 2018;561,27;567,64;
24 abr 2018;560,66;567,56;
25 abr 2018;560,45;567,04;
26 abr 2018;561,19;567,03;
27 abr 2018;562,17;567,30;
28 abr 2018;562,04;568,31;
29 abr 2018;562,04;568,31;
30 abr 2018;562,04;568,31;
1 may 2018;562,13;568,82;
2 may 2018;562,13;568,82;
3 may 2018;560,57;568,71;
4 may 2018;561,64;568,53;
5 may 2018;562,76;569,08;
6 may 2018;562,76;569,08;
7 may 2018;562,76;569,08;
8 may 2018;562,96;569,39;
9 may 2018;562,96;569,39;
10 may 2018;563,21;569,08;
11 may 2018;563,50;569,00;
12 may 2018;562,78;568,92;
13 may 2018;562,78;568,92;
14 may 2018;562,78;568,92;
15 may 2018;562,24;568,30;
16 may 2018;562,24;567,97;
17 may 2018;562,90;568,01;
18 may 2018;561,77;567,83;
19 may 2018;560,94;567,70;
20 may 2018;560,94;567,70;
21 may 2018;560,94;567,70;
22 may 2018;560,46;567,04;
23 may 2018;560,69;567,14;
24 may 2018;560,87;567,31;
25 may 2018;562,45;568,19;
26 may 2018;561,80;567,91;
27 may 2018;561,80;567,91;
28 may 2018;561,80;567,91;
29 may 2018;561,65;568,77;
30 may 2018;562,43;568,84;
31 may 2018;563,50;568,77;
1 jun 2018;564,16;569,97;
2 jun 2018;564,10;570,54;
3 jun 2018;564,10;570,54;
4 jun 2018;564,10;570,54;
5 jun 2018;563,17;570,44;
6 jun 2018;562,76;570,25;
7 jun 2018;565,01;570,49;
8 jun 2018;564,36;570,69;
9 jun 2018;564,27;571,16;
10 jun 2018;564,27;571,16;
11 jun 2018;564,27;571,16;
12 jun 2018;563,08;570,45;
13 jun 2018;564,36;570,44;
14 jun 2018;565,03;570,37;
15 jun 2018;565,01;570,19;
16 jun 2018;564,57;569,94;
17 jun 2018;564,57;569,94;
18 jun 2018;564,57;569,94;
19 jun 2018;564,01;570,76;
20 jun 2018;564,40;570,31;
21 jun 2018;562,85;570,19;
22 jun 2018;563,92;570,67;
23 jun 2018;564,99;570,52;
24 jun 2018;564,99;570,52;
25 jun 2018;564,99;570,52;
26 jun 2018;563,76;570,65;
27 jun 2018;564,08;570,59;
28 jun 2018;564,74;570,05;
29 jun 2018;564,17;569,79;
30 jun 2018;563,44;570,08;
1 jul 2018;563,44;570,08;
2 jul 2018;563,44;570,08;
3 jul 2018;562,45;571,08;
4 jul 2018;564,02;571,26;
5 jul 2018;563,96;570,53;
6 jul 2018;565,10;570,29;
7 jul 2018;563,68;570,94;
8 jul 2018;563,68;570,94;
9 jul 2018;563,68;570,94;
10 jul 2018;564,06;571,54;
11 jul 2018;563,31;570,68;
12 jul 2018;564,21;569,68;
13 jul 2018;564,33;570,04;
14 jul 2018;563,84;569,76;
15 jul 2018;563,84;569,76;
16 jul 2018;563,84;569,76;
17 jul 2018;563,91;569,58;
18 jul 2018;564,43;570,30;
19 jul 2018;564,45;570,71;
20 jul 2018;564,07;569,94;
21 jul 2018;564,13;570,39;
22 jul 2018;564,13;570,39;
23 jul 2018;564,13;570,39;
24 jul 2018;564,19;570,89;
25 jul 2018;563,91;570,29;
26 jul 2018;563,91;570,29;
27 jul 2018;563,64;569,36;
28 jul 2018;563,74;569,81;
29 jul 2018;563,74;569,81;
30 jul 2018;563,74;569,81;
31 jul 2018;563,43;570,07;
1 ago 2018;563,85;570,19;
2 ago 2018;564,83;570,34;
3 ago 2018;564,83;570,34;
4 ago 2018;562,76;570,15;
5 ago 2018;562,76;570,15;
6 ago 2018;562,76;570,15;
7 ago 2018;564,31;570,78;
8 ago 2018;563,29;570,65;
9 ago 2018;564,05;570,91;
10 ago 2018;564,41;569,82;
11 ago 2018;564,25;570,19;
12 ago 2018;564,25;570,19;
13 ago 2018;564,25;570,19;
14 ago 2018;564,47;570,22;
15 ago 2018;564,57;570,00;
16 ago 2018;564,57;570,00;
17 ago 2018;564,08;570,12;
18 ago 2018;564,42;569,78;
19 ago 2018;564,42;569,78;
20 ago 2018;564,42;569,78;
21 ago 2018;563,33;571,24;
22 ago 2018;563,90;571,96;
23 ago 2018;565,23;571,24;
24 ago 2018;565,86;572,26;
25 ago 2018;565,27;571,75;
26 ago 2018;565,27;571,75;
27 ago 2018;565,27;571,75;
28 ago 2018;565,97;572,65;
29 ago 2018;566,09;573,18;
30 ago 2018;567,07;574,86;
31 ago 2018;569,54;575,67;
1 set 2018;571,36;578,56;
2 set 2018;571,36;578,56;
3 set 2018;571,36;578,56;
4 set 2018;574,01;583,11;
5 set 2018;576,87;585,15;
6 set 2018;579,09;585,74;
7 set 2018;581,28;586,90;
8 set 2018;579,39;585,62;
9 set 2018;579,39;585,62;
10 set 2018;579,39;585,62;
11 set 2018;576,72;584,47;
12 set 2018;575,77;582,40;
13 set 2018;574,39;579,76;
14 set 2018;574,47;579,69;
15 set 2018;573,61;581,34;
16 set 2018;573,61;581,34;
17 set 2018;573,61;581,34;
18 set 2018;573,93;580,65;
19 set 2018;575,13;580,71;
20 set 2018;574,33;580,78;
21 set 2018;575,66;581,43;
22 set 2018;574,61;581,09;
23 set 2018;574,61;581,09;
24 set 2018;574,61;581,09;
25 set 2018;577,27;580,70;
26 set 2018;575,04;581,54;
27 set 2018;577,58;582,87;
28 set 2018;579,45;585,69;
29 set 2018;579,12;585,80;
30 set 2018;579,12;585,80;
1 oct 2018;579,12;585,80;
2 oct 2018;578,10;586,14;
3 oct 2018;579,03;587,15;
4 oct 2018;580,80;587,57;
5 oct 2018;584,05;588,87;
6 oct 2018;583,20;591,27;
7 oct 2018;583,20;591,27;
8 oct 2018;583,20;591,27;
9 oct 2018;585,63;593,22;
10 oct 2018;588,08;594,60;
11 oct 2018;589,47;596,18;
12 oct 2018;591,73;598,14;
13 oct 2018;590,51;597,15;
14 oct 2018;590,51;597,15;
15 oct 2018;590,51;597,15;
16 oct 2018;590,51;597,15;
17 oct 2018;590,55;596,89;
18 oct 2018;589,80;596,81;
19 oct 2018;590,33;595,81;
20 oct 2018;589,53;596,54;
21 oct 2018;589,53;596,54;
22 oct 2018;589,53;596,54;
23 oct 2018;590,27;597,09;
24 oct 2018;590,19;596,13;
25 oct 2018;592,84;597,76;
26 oct 2018;594,80;599,40;
27 oct 2018;594,51;601,40;
28 oct 2018;594,51;601,40;
29 oct 2018;594,51;601,40;
30 oct 2018;596,48;605,59;
31 oct 2018;603,20;610,74;
1 nov 2018;613,01;620,76;
2 nov 2018;611,97;618,89;
3 nov 2018;613,16;622,08;
4 nov 2018;613,16;622,08;
5 nov 2018;613,16;622,08;
6 nov 2018;617,23;627,20;
7 nov 2018;622,99;631,30;
8 nov 2018;619,68;628,11;
9 nov 2018;619,85;625,31;
10 nov 2018;616,96;623,71;
11 nov 2018;616,96;623,71;
12 nov 2018;616,96;623,71;
13 nov 2018;614,27;621,46;
14 nov 2018;614,26;620,13;
15 nov 2018;610,31;616,21;
16 nov 2018;603,60;610,29;
17 nov 2018;597,26;604,76;
18 nov 2018;597,26;604,76;
19 nov 2018;597,26;604,76;
20 nov 2018;595,06;603,04;
21 nov 2018;595,87;604,52;
22 nov 2018;597,60;607,29;
23 nov 2018;602,97;609,75;
24 nov 2018;605,00;610,79;
25 nov 2018;605,00;610,79;
26 nov 2018;605,00;610,79;
27 nov 2018;602,78;610,19;
28 nov 2018;600,06;606,20;
29 nov 2018;597,03;602,69;
30 nov 2018;596,15;603,10;
1 dic 2018;596,91;604,28;
2 dic 2018;596,91;604,28;
3 dic 2018;596,91;604,28;
4 dic 2018;597,13;604,45;
5 dic 2018;598,33;603,82;
6 dic 2018;597,29;602,95;
7 dic 2018;597,40;603,22;
8 dic 2018;595,45;601,66;
9 dic 2018;595,45;601,66;
10 dic 2018;595,45;601,66;
11 dic 2018;595,30;602,08;
12 dic 2018;594,74;601,60;
13 dic 2018;595,68;600,76;
14 dic 2018;595,18;599,88;
15 dic 2018;593,21;598,69;
16 dic 2018;593,21;598,69;
17 dic 2018;593,21;598,69;
18 dic 2018;593,13;599,93;
19 dic 2018;595,01;601,66;
20 dic 2018;598,40;604,05;
21 dic 2018;600,22;605,54;
22 dic 2018;600,16;606,51;
23 dic 2018;600,16;606,51;
24 dic 2018;600,16;606,51;
25 dic 2018;600,96;607,64;
26 dic 2018;600,96;607,64;
27 dic 2018;601,82;608,87;
28 dic 2018;603,69;610,42;
29 dic 2018;604,39;611,75;
30 dic 2018;604,39;611,75;
