Fecha;TIPO CAMBIO COMPRA;TIPO DE CAMBIO VENTA;
31 dic 2020;610,53;617,30;
1 ene 2021;610,53;617,30;
2 ene 2021;610,53;617,30;
3 ene 2021;610,53;617,30;
4 ene 2021;610,53;617,30;
5 ene 2021;609,00;616,51;
6 ene 2021;609,24;616,06;
7 ene 2021;611,60;617,25;
8 ene 2021;611,63;617,78;
9 ene 2021;609,74;617,80;
10 ene 2021;609,74;617,80;
11 ene 2021;609,74;617,80;
12 ene 2021;608,21;617,20;
13 ene 2021;608,60;615,88;
14 ene 2021;606,86;612,75;
15 ene 2021;605,03;611,12;
16 ene 2021;604,92;611,74;
17 ene 2021;604,92;611,74;
18 ene 2021;604,92;611,74;
19 ene 2021;606,58;612,02;
20 ene 2021;606,13;612,89;
21 ene 2021;606,50;613,69;
22 ene 2021;608,07;614,06;
23 ene 2021;606,29;614,59;
24 ene 2021;606,29;614,59;
25 ene 2021;606,29;614,59;
26 ene 2021;609,98;614,92;
27 ene 2021;610,29;615,55;
28 ene 2021;609,55;615,98;
29 ene 2021;609,68;616,01;
30 ene 2021;608,93;616,16;
31 ene 2021;608,93;616,16;
1 feb 2021;608,93;616,16;
2 feb 2021;609,17;616,09;
3 feb 2021;609,74;616,68;
4 feb 2021;609,59;615,43;
5 feb 2021;608,72;614,48;
6 feb 2021;606,48;613,94;
7 feb 2021;606,48;613,94;
8 feb 2021;606,48;613,94;
9 feb 2021;608,07;614,73;
10 feb 2021;608,77;614,55;
11 feb 2021;607,81;614,13;
12 feb 2021;607,33;612,89;
13 feb 2021;605,67;612,63;
14 feb 2021;605,67;612,63;
15 feb 2021;605,67;612,63;
16 feb 2021;605,12;613,03;
17 feb 2021;608,82;613,80;
18 feb 2021;607,99;615,34;
19 feb 2021;608,17;614,60;
20 feb 2021;606,37;614,11;
21 feb 2021;606,37;614,11;
22 feb 2021;606,37;614,11;
23 feb 2021;606,57;614,10;
24 feb 2021;607,13;613,56;
25 feb 2021;606,91;614,26;
26 feb 2021;609,26;615,08;
27 feb 2021;610,09;615,84;
28 feb 2021;610,09;615,84;
29 feb 2021;;;
1 mar 2021;610,09;615,84;
2 mar 2021;609,54;616,48;
3 mar 2021;610,08;615,81;
4 mar 2021;607,96;615,43;
5 mar 2021;607,96;615,08;
6 mar 2021;607,19;614,22;
7 mar 2021;607,19;614,22;
8 mar 2021;607,19;614,22;
9 mar 2021;607,37;613,27;
10 mar 2021;605,24;613,18;
11 mar 2021;606,63;612,27;
12 mar 2021;606,71;612,54;
13 mar 2021;606,62;612,82;
14 mar 2021;606,62;612,82;
15 mar 2021;606,62;612,82;
16 mar 2021;606,00;612,66;
17 mar 2021;607,80;612,89;
18 mar 2021;607,43;613,58;
19 mar 2021;607,84;612,89;
20 mar 2021;606,13;613,28;
21 mar 2021;606,13;613,28;
22 mar 2021;606,13;613,28;
23 mar 2021;605,14;613,78;
24 mar 2021;608,24;614,15;
25 mar 2021;609,81;615,43;
26 mar 2021;609,35;615,66;
27 mar 2021;608,55;616,33;
28 mar 2021;608,55;616,33;
29 mar 2021;608,55;616,33;
30 mar 2021;607,45;616,24;
31 mar 2021;610,29;615,81;
1 abr 2021;608,16;615,13;
2 abr 2021;608,16;615,13;
3 abr 2021;608,16;615,13;
4 abr 2021;608,16;615,13;
5 abr 2021;608,16;615,13;
6 abr 2021;607,12;615,26;
7 abr 2021;606,94;614,27;
8 abr 2021;608,74;614,78;
9 abr 2021;609,46;614,68;
10 abr 2021;608,16;615,45;
11 abr 2021;608,16;615,45;
12 abr 2021;608,16;615,45;
13 abr 2021;606,99;616,03;
14 abr 2021;609,24;615,13;
15 abr 2021;609,64;615,09;
16 abr 2021;609,31;615,35;
17 abr 2021;609,97;615,84;
18 abr 2021;609,97;615,84;
19 abr 2021;609,97;615,84;
20 abr 2021;610,29;615,98;
21 abr 2021;609,94;616,60;
22 abr 2021;612,90;617,21;
23 abr 2021;612,41;618,49;
24 abr 2021;611,52;619,10;
25 abr 2021;611,52;619,10;
26 abr 2021;611,52;619,10;
27 abr 2021;613,42;619,90;
28 abr 2021;612,49;620,10;
29 abr 2021;614,73;621,67;
30 abr 2021;613,35;619,44;
1 may 2021;611,08;616,92;
2 may 2021;611,08;616,92;
3 may 2021;611,08;616,92;
4 may 2021;611,08;616,92;
5 may 2021;609,42;617,73;
6 may 2021;609,30;618,26;
7 may 2021;613,44;618,81;
8 may 2021;612,79;618,72;
9 may 2021;612,79;618,72;
10 may 2021;612,79;618,72;
11 may 2021;611,95;618,97;
12 may 2021;611,97;618,31;
13 may 2021;613,29;618,02;
14 may 2021;611,39;617,49;
15 may 2021;609,82;616,06;
16 may 2021;609,82;616,06;
17 may 2021;609,82;616,06;
18 may 2021;610,79;617,38;
19 may 2021;612,08;619,50;
20 may 2021;613,54;619,61;
21 may 2021;611,16;620,34;
22 may 2021;613,11;620,02;
23 may 2021;613,11;620,02;
24 may 2021;613,11;620,02;
25 may 2021;614,15;620,00;
26 may 2021;614,26;619,92;
27 may 2021;613,79;621,08;
28 may 2021;614,87;620,04;
29 may 2021;613,22;620,24;
30 may 2021;613,22;620,24;
31 may 2021;613,22;620,24;
1 jun 2021;613,03;621,39;
2 jun 2021;614,70;621,99;
3 jun 2021;614,82;621,72;
4 jun 2021;613,87;620,81;
5 jun 2021;613,32;620,64;
6 jun 2021;613,32;620,64;
7 jun 2021;613,32;620,64;
8 jun 2021;613,47;621,10;
9 jun 2021;614,13;621,04;
10 jun 2021;614,07;621,13;
11 jun 2021;614,80;620,54;
12 jun 2021;614,10;620,21;
13 jun 2021;614,10;620,21;
14 jun 2021;614,10;620,21;
15 jun 2021;614,39;619,90;
16 jun 2021;612,63;618,65;
17 jun 2021;614,07;619,77;
18 jun 2021;614,07;620,30;
19 jun 2021;614,04;621,02;
20 jun 2021;614,04;621,02;
21 jun 2021;614,04;621,02;
22 jun 2021;613,84;621,16;
23 jun 2021;613,89;621,41;
24 jun 2021;616,70;622,10;
25 jun 2021;615,79;621,39;
26 jun 2021;614,23;620,67;
27 jun 2021;614,23;620,67;
28 jun 2021;614,23;620,67;
29 jun 2021;614,90;621,83;
30 jun 2021;615,25;621,92;
1 jul 2021;615,47;621,88;
2 jul 2021;615,82;622,51;
3 jul 2021;614,62;621,94;
4 jul 2021;614,62;621,94;
5 jul 2021;614,62;621,94;
6 jul 2021;615,50;621,97;
7 jul 2021;614,50;622,34;
8 jul 2021;616,31;623,31;
9 jul 2021;618,14;623,60;
10 jul 2021;617,97;623,60;
11 jul 2021;617,97;623,60;
12 jul 2021;617,97;623,60;
13 jul 2021;616,19;622,75;
14 jul 2021;615,01;621,07;
15 jul 2021;615,43;620,24;
16 jul 2021;615,16;621,43;
17 jul 2021;614,67;621,39;
18 jul 2021;614,67;621,39;
19 jul 2021;614,67;621,39;
20 jul 2021;613,56;621,92;
21 jul 2021;617,15;621,43;
22 jul 2021;614,45;620,18;
23 jul 2021;615,07;621,57;
24 jul 2021;615,42;621,69;
25 jul 2021;615,42;621,69;
26 jul 2021;615,42;621,69;
27 jul 2021;615,42;621,69;
28 jul 2021;614,47;622,22;
29 jul 2021;616,66;623,02;
30 jul 2021;617,93;623,17;
31 jul 2021;616,89;622,98;
1 ago 2021;616,89;622,98;
2 ago 2021;616,89;622,98;
3 ago 2021;616,89;622,98;
4 ago 2021;616,78;623,78;
5 ago 2021;617,14;623,53;
6 ago 2021;615,68;623,23;
7 ago 2021;616,39;623,02;
8 ago 2021;616,39;623,02;
9 ago 2021;616,39;623,02;
10 ago 2021;616,79;624,05;
11 ago 2021;618,41;623,84;
12 ago 2021;618,64;624,39;
13 ago 2021;618,01;623,17;
14 ago 2021;615,49;622,37;
15 ago 2021;615,49;622,37;
16 ago 2021;615,49;622,37;
17 ago 2021;615,83;622,17;
18 ago 2021;616,70;622,47;
19 ago 2021;616,73;622,72;
20 ago 2021;616,31;622,40;
21 ago 2021;615,97;622,85;
22 ago 2021;615,97;622,85;
23 ago 2021;615,97;622,85;
24 ago 2021;616,95;623,53;
25 ago 2021;619,55;624,25;
26 ago 2021;619,36;625,14;
27 ago 2021;620,29;625,43;
28 ago 2021;619,70;625,78;
29 ago 2021;619,70;625,78;
30 ago 2021;619,70;625,78;
31 ago 2021;619,83;626,46;
1 set 2021;619,72;627,04;
2 set 2021;620,94;627,41;
3 set 2021;619,10;627,62;
4 set 2021;619,60;627,12;
5 set 2021;619,60;627,12;
6 set 2021;619,60;627,12;
7 set 2021;620,69;627,53;
8 set 2021;621,16;627,91;
9 set 2021;623,32;629,01;
10 set 2021;623,92;630,41;
11 set 2021;622,56;628,89;
12 set 2021;622,56;628,89;
13 set 2021;622,56;628,89;
14 set 2021;622,56;628,89;
15 set 2021;621,04;627,47;
16 set 2021;621,28;627,09;
17 set 2021;620,82;627,31;
18 set 2021;619,94;626,87;
19 set 2021;619,94;626,87;
20 set 2021;619,94;626,87;
21 set 2021;621,68;627,01;
22 set 2021;619,60;627,44;
23 set 2021;621,03;628,50;
24 set 2021;623,65;628,79;
25 set 2021;622,80;628,67;
26 set 2021;622,80;628,67;
27 set 2021;622,80;628,67;
28 set 2021;622,49;628,96;
29 set 2021;623,30;629,41;
30 set 2021;623,24;629,71;
1 oct 2021;623,12;630,28;
2 oct 2021;622,95;629,95;
3 oct 2021;622,95;629,95;
4 oct 2021;622,95;629,95;
5 oct 2021;622,72;629,65;
6 oct 2021;621,08;629,12;
7 oct 2021;623,72;630,13;
8 oct 2021;625,17;630,43;
9 oct 2021;625,26;631,11;
10 oct 2021;625,26;631,11;
11 oct 2021;625,26;631,11;
12 oct 2021;625,00;631,62;
13 oct 2021;623,91;631,67;
14 oct 2021;626,21;631,79;
15 oct 2021;624,74;632,14;
16 oct 2021;625,33;631,90;
17 oct 2021;625,33;631,90;
18 oct 2021;625,33;631,90;
19 oct 2021;624,00;631,96;
20 oct 2021;626,35;632,36;
21 oct 2021;625,82;632,68;
22 oct 2021;627,52;633,75;
23 oct 2021;627,22;634,51;
24 oct 2021;627,22;634,51;
25 oct 2021;627,22;634,51;
26 oct 2021;629,54;635,08;
27 oct 2021;630,99;636,59;
28 oct 2021;633,38;640,10;
29 oct 2021;634,69;641,69;
30 oct 2021;634,69;641,84;
31 oct 2021;634,69;641,84;
1 nov 2021;634,69;641,84;
2 nov 2021;634,26;642,76;
3 nov 2021;635,73;642,62;
4 nov 2021;635,27;643,13;
5 nov 2021;637,00;643,33;
6 nov 2021;637,34;643,51;
7 nov 2021;637,34;643,51;
8 nov 2021;637,34;643,51;
9 nov 2021;635,08;644,05;
10 nov 2021;637,82;644,96;
11 nov 2021;638,56;644,95;
12 nov 2021;639,34;645,13;
13 nov 2021;638,21;645,47;
14 nov 2021;638,21;645,47;
15 nov 2021;638,21;645,47;
16 nov 2021;636,36;643,10;
17 nov 2021;635,07;641,58;
18 nov 2021;635,72;642,26;
19 nov 2021;635,35;641,11;
20 nov 2021;632,71;640,51;
21 nov 2021;632,71;640,51;
22 nov 2021;632,71;640,51;
23 nov 2021;633,37;640,49;
24 nov 2021;631,76;639,19;
25 nov 2021;632,48;638,71;
26 nov 2021;628,59;633,91;
27 nov 2021;626,56;632,20;
28 nov 2021;626,56;632,20;
29 nov 2021;626,56;632,20;
30 nov 2021;626,56;632,20;
1 dic 2021;626,15;632,93;
2 dic 2021;626,64;633,68;
3 dic 2021;627,61;634,32;
4 dic 2021;628,74;636,04;
5 dic 2021;628,74;636,04;
6 dic 2021;628,74;636,04;
7 dic 2021;631,77;638,64;
8 dic 2021;632,86;641,17;
9 dic 2021;636,78;642,65;
10 dic 2021;636,19;642,86;
11 dic 2021;635,94;641,96;
12 dic 2021;635,94;641,96;
13 dic 2021;635,94;641,96;
14 dic 2021;634,70;641,30;
15 dic 2021;636,01;642,49;
16 dic 2021;634,44;642,19;
17 dic 2021;633,84;640,82;
18 dic 2021;634,09;640,95;
19 dic 2021;634,09;640,95;
20 dic 2021;634,09;640,95;
21 dic 2021;634,11;642,06;
22 dic 2021;638,13;645,49;
23 dic 2021;639,72;646,33;
24 dic 2021;638,05;645,47;
25 dic 2021;637,85;643,82;
26 dic 2021;637,85;643,82;
27 dic 2021;637,85;643,82;
28 dic 2021;638,13;644,09;
29 dic 2021;638,94;644,83;
30 dic 2021;638,75;644,91;
31 dic 2021;639,06;645,25;
1 ene 2022;639,06;645,25;
2 ene 2022;639,06;645,25;
3 ene 2022;639,06;645,25;
4 ene 2022;639,54;645,39;
5 ene 2022;638,47;644,53;
6 ene 2022;639,37;644,92;
7 ene 2022;639,87;644,63;
8 ene 2022;637,19;644,03;
9 ene 2022;637,19;644,03;
10 ene 2022;637,19;644,03;
11 ene 2022;635,00;643,44;
12 ene 2022;634,24;640,55;
13 ene 2022;632,91;637,92;
14 ene 2022;631,51;636,97;
15 ene 2022;628,20;636,33;
16 ene 2022;628,20;636,33;
17 ene 2022;628,20;636,33;
18 ene 2022;629,73;636,12;
19 ene 2022;629,37;635,58;
20 ene 2022;629,68;635,67;
21 ene 2022;631,18;637,95;
22 ene 2022;633,17;640,25;
23 ene 2022;633,17;640,25;
24 ene 2022;633,17;640,25;
25 ene 2022;634,67;643,08;
26 ene 2022;636,95;644,79;
27 ene 2022;639,04;645,07;
28 ene 2022;640,70;645,97;
29 ene 2022;638,97;646,20;
30 ene 2022;638,97;646,20;
31 ene 2022;638,97;646,20;
1 feb 2022;640,05;646,90;
2 feb 2022;641,04;648,48;
3 feb 2022;642,15;648,72;
4 feb 2022;642,33;647,98;
5 feb 2022;640,17;647,95;
6 feb 2022;640,17;647,95;
7 feb 2022;640,17;647,95;
8 feb 2022;640,50;647,85;
9 feb 2022;639,48;647,45;
10 feb 2022;641,03;647,15;
11 feb 2022;640,19;646,93;
12 feb 2022;638,63;644,59;
13 feb 2022;638,63;644,59;
14 feb 2022;638,63;644,59;
15 feb 2022;636,03;642,88;
16 feb 2022;636,35;642,90;
17 feb 2022;637,00;642,77;
18 feb 2022;636,74;642,83;
19 feb 2022;636,98;642,80;
20 feb 2022;636,98;642,80;
21 feb 2022;636,98;642,80;
22 feb 2022;637,13;644,01;
23 feb 2022;636,94;644,74;
24 feb 2022;638,10;644,91;
25 feb 2022;637,80;646,50;
26 feb 2022;641,53;647,34;
27 feb 2022;641,53;647,34;
28 feb 2022;641,53;647,34;
29 feb 2022;;;
1 mar 2022;640,02;647,31;
2 mar 2022;640,12;647,78;
3 mar 2022;641,85;648,04;
4 mar 2022;642,08;649,08;
5 mar 2022;643,93;651,68;
6 mar 2022;643,93;651,68;
7 mar 2022;643,93;651,68;
8 mar 2022;645,30;653,53;
9 mar 2022;648,97;655,61;
10 mar 2022;649,28;656,06;
11 mar 2022;647,60;654,34;
12 mar 2022;643,37;650,89;
13 mar 2022;643,37;650,89;
14 mar 2022;643,37;650,89;
15 mar 2022;639,90;645,76;
16 mar 2022;637,66;644,17;
17 mar 2022;639,31;645,60;
18 mar 2022;642,28;648,93;
19 mar 2022;644,73;651,22;
20 mar 2022;644,73;651,22;
21 mar 2022;644,73;651,22;
22 mar 2022;644,51;653,21;
23 mar 2022;650,24;655,48;
24 mar 2022;650,94;658,09;
25 mar 2022;652,53;659,53;
26 mar 2022;653,57;661,60;
27 mar 2022;653,57;661,60;
28 mar 2022;653,57;661,60;
29 mar 2022;655,13;663,17;
30 mar 2022;657,28;664,60;
31 mar 2022;660,48;667,10;
1 abr 2022;663,06;668,24;
2 abr 2022;660,02;667,86;
3 abr 2022;660,02;667,86;
4 abr 2022;660,02;667,86;
5 abr 2022;654,27;663,12;
6 abr 2022;654,59;661,93;
7 abr 2022;657,36;662,61;
8 abr 2022;654,24;661,64;
9 abr 2022;650,86;657,96;
10 abr 2022;650,86;657,96;
11 abr 2022;650,86;657,96;
12 abr 2022;650,86;657,96;
13 abr 2022;649,17;656,20;
14 abr 2022;647,68;656,54;
15 abr 2022;647,68;656,54;
16 abr 2022;647,68;656,54;
17 abr 2022;647,68;656,54;
18 abr 2022;647,68;656,54;
19 abr 2022;650,30;656,49;
20 abr 2022;650,10;657,99;
21 abr 2022;653,80;660,69;
22 abr 2022;655,10;664,58;
23 abr 2022;658,99;664,96;
24 abr 2022;658,99;664,96;
25 abr 2022;658,99;664,96;
26 abr 2022;659,49;666,30;
27 abr 2022;661,50;666,80;
28 abr 2022;663,06;668,87;
29 abr 2022;661,53;669,34;
30 abr 2022;663,08;670,36;
1 may 2022;663,08;670,36;
2 may 2022;663,08;670,36;
3 may 2022;662,86;670,10;
4 may 2022;662,46;669,52;
5 may 2022;662,74;669,02;
6 may 2022;664,43;670,91;
7 may 2022;665,11;672,12;
8 may 2022;665,11;672,12;
9 may 2022;665,11;672,12;
10 may 2022;665,55;672,53;
11 may 2022;664,44;673,58;
12 may 2022;669,41;675,05;
13 may 2022;669,51;677,29;
14 may 2022;667,59;675,28;
15 may 2022;667,59;675,28;
16 may 2022;667,59;675,28;
17 may 2022;667,18;674,15;
18 may 2022;669,05;674,88;
19 may 2022;670,23;675,98;
20 may 2022;672,80;677,39;
21 may 2022;672,96;679,41;
22 may 2022;672,96;679,41;
23 may 2022;672,96;679,41;
24 may 2022;672,11;680,57;
25 may 2022;674,87;681,74;
26 may 2022;676,06;681,81;
27 may 2022;676,88;682,74;
28 may 2022;675,89;685,03;
29 may 2022;675,89;685,03;
30 may 2022;675,89;685,03;
31 may 2022;681,62;689,74;
1 jun 2022;684,90;692,90;
2 jun 2022;684,42;693,76;
3 jun 2022;689,61;694,99;
4 jun 2022;683,54;690,89;
5 jun 2022;683,54;690,89;
6 jun 2022;683,54;690,89;
7 jun 2022;683,01;688,09;
8 jun 2022;682,07;688,18;
9 jun 2022;682,45;690,36;
10 jun 2022;685,29;691,19;
11 jun 2022;682,20;689,76;
12 jun 2022;682,20;689,76;
13 jun 2022;682,20;689,76;
14 jun 2022;681,08;688,13;
15 jun 2022;681,10;688,60;
16 jun 2022;681,88;689,41;
17 jun 2022;684,21;692,62;
18 jun 2022;686,78;694,45;
19 jun 2022;686,78;694,45;
20 jun 2022;686,78;694,45;
21 jun 2022;687,98;696,55;
22 jun 2022;688,13;697,64;
23 jun 2022;691,20;698,44;
24 jun 2022;691,76;697,32;
25 jun 2022;689,88;695,55;
26 jun 2022;689,88;695,55;
27 jun 2022;689,88;695,55;
28 jun 2022;685,75;693,59;
29 jun 2022;686,23;692,96;
30 jun 2022;684,76;692,25;
1 jul 2022;685,26;693,69;
2 jul 2022;686,24;693,95;
3 jul 2022;686,24;693,95;
4 jul 2022;686,24;693,95;
5 jul 2022;686,91;694,44;
6 jul 2022;686,81;694,78;
7 jul 2022;687,97;695,26;
8 jul 2022;687,44;694,19;
9 jul 2022;687,11;692,68;
10 jul 2022;687,11;692,68;
11 jul 2022;687,11;692,68;
12 jul 2022;683,76;690,67;
13 jul 2022;681,90;688,98;
14 jul 2022;681,07;687,28;
15 jul 2022;678,14;684,96;
16 jul 2022;675,25;683,75;
17 jul 2022;675,25;683,75;
18 jul 2022;675,25;683,75;
19 jul 2022;674,39;681,82;
20 jul 2022;672,55;678,48;
21 jul 2022;669,41;676,29;
22 jul 2022;671,14;676,83;
23 jul 2022;669,66;675,61;
24 jul 2022;669,66;675,61;
25 jul 2022;669,66;675,61;
26 jul 2022;669,66;675,61;
27 jul 2022;668,83;675,87;
28 jul 2022;668,06;675,36;
29 jul 2022;668,35;675,03;
30 jul 2022;667,61;675,02;
31 jul 2022;667,61;675,02;
1 ago 2022;667,61;675,02;
2 ago 2022;666,72;674,67;
3 ago 2022;666,72;674,67;
4 ago 2022;667,83;674,63;
5 ago 2022;668,34;673,64;
6 ago 2022;666,46;674,68;
7 ago 2022;666,46;674,68;
8 ago 2022;666,46;674,68;
9 ago 2022;668,21;675,34;
10 ago 2022;668,49;675,96;
11 ago 2022;667,76;676,11;
12 ago 2022;668,17;675,95;
13 ago 2022;664,60;670,40;
14 ago 2022;664,60;670,40;
15 ago 2022;664,60;670,40;
16 ago 2022;664,60;670,40;
17 ago 2022;661,05;667,80;
18 ago 2022;657,77;664,74;
19 ago 2022;651,76;659,97;
20 ago 2022;647,81;655,03;
21 ago 2022;647,81;655,03;
22 ago 2022;647,81;655,03;
23 ago 2022;642,10;650,39;
24 ago 2022;639,12;645,39;
25 ago 2022;632,37;639,94;
26 ago 2022;633,09;639,28;
27 ago 2022;636,59;643,70;
28 ago 2022;636,59;643,70;
29 ago 2022;636,59;643,70;
30 ago 2022;640,49;649,14;
31 ago 2022;646,07;653,86;
1 set 2022;651,67;661,42;
2 set 2022;656,21;663,03;
3 set 2022;658,49;665,14;
4 set 2022;658,49;665,14;
5 set 2022;658,49;665,14;
6 set 2022;655,58;664,23;
7 set 2022;658,24;663,01;
8 set 2022;651,43;660,21;
9 set 2022;646,84;654,64;
10 set 2022;637,60;647,60;
11 set 2022;637,60;647,60;
12 set 2022;637,60;647,60;
13 set 2022;630,38;640,01;
14 set 2022;631,97;639,48;
15 set 2022;630,34;637,13;
16 set 2022;629,34;636,97;
17 set 2022;627,34;636,00;
18 set 2022;627,34;636,00;
19 set 2022;627,34;636,00;
20 set 2022;627,34;636,00;
21 set 2022;628,19;636,97;
22 set 2022;631,19;637,50;
23 set 2022;631,55;638,94;
24 set 2022;634,43;640,39;
25 set 2022;634,43;640,39;
26 set 2022;634,43;640,39;
27 set 2022;637,98;641,96;
28 set 2022;636,31;641,26;
29 set 2022;628,19;636,39;
30 set 2022;624,62;632,72;
1 oct 2022;623,48;631,32;
2 oct 2022;623,48;631,32;
3 oct 2022;623,48;631,32;
4 oct 2022;625,74;631,33;
5 oct 2022;629,11;635,43;
6 oct 2022;633,88;640,25;
7 oct 2022;633,88;642,02;
8 oct 2022;633,47;639,35;
9 oct 2022;633,47;639,35;
10 oct 2022;633,47;639,35;
11 oct 2022;626,41;635,19;
12 oct 2022;625,43;631,85;
13 oct 2022;622,37;628,32;
14 oct 2022;616,64;624,72;
15 oct 2022;612,79;621,03;
16 oct 2022;612,79;621,03;
17 oct 2022;612,79;621,03;
18 oct 2022;614,36;619,93;
19 oct 2022;616,01;623,42;
20 oct 2022;618,89;624,86;
21 oct 2022;622,73;628,28;
22 oct 2022;621,23;629,49;
23 oct 2022;621,23;629,49;
24 oct 2022;621,23;629,49;
25 oct 2022;624,45;630,25;
26 oct 2022;619,08;629,11;
27 oct 2022;620,23;626,81;
28 oct 2022;618,35;625,03;
29 oct 2022;613,74;622,34;
30 oct 2022;613,74;622,34;
31 oct 2022;613,74;622,34;
1 nov 2022;615,01;620,31;
2 nov 2022;614,26;622,82;
3 nov 2022;615,40;625,03;
4 nov 2022;622,89;628,75;
5 nov 2022;619,22;628,18;
6 nov 2022;619,22;628,18;
7 nov 2022;619,22;628,18;
8 nov 2022;614,30;622,41;
9 nov 2022;615,50;620,22;
10 nov 2022;610,96;617,58;
11 nov 2022;608,79;614,81;
12 nov 2022;605,87;615,73;
13 nov 2022;605,87;615,73;
14 nov 2022;605,87;615,73;
15 nov 2022;610,30;617,32;
16 nov 2022;609,93;616,57;
17 nov 2022;609,42;616,20;
18 nov 2022;609,20;615,16;
19 nov 2022;605,90;611,78;
20 nov 2022;605,90;611,78;
21 nov 2022;605,90;611,78;
22 nov 2022;600,85;611,77;
23 nov 2022;603,17;612,00;
24 nov 2022;606,62;611,59;
25 nov 2022;603,52;610,53;
26 nov 2022;599,50;606,96;
27 nov 2022;599,50;606,96;
28 nov 2022;599,50;606,96;
29 nov 2022;596,70;602,92;
30 nov 2022;594,32;602,86;
1 dic 2022;596,50;604,70;
2 dic 2022;600,02;607,17;
3 dic 2022;601,14;609,83;
4 dic 2022;601,14;609,83;
5 dic 2022;601,14;609,83;
6 dic 2022;601,14;609,83;
7 dic 2022;596,96;604,15;
8 dic 2022;594,42;601,02;
9 dic 2022;589,01;595,62;
10 dic 2022;587,20;593,92;
11 dic 2022;587,20;593,92;
12 dic 2022;587,20;593,92;
13 dic 2022;587,84;596,07;
14 dic 2022;595,05;602,16;
15 dic 2022;594,53;601,46;
16 dic 2022;587,57;595,36;
17 dic 2022;583,96;593,66;
18 dic 2022;583,96;593,66;
19 dic 2022;583,96;593,66;
20 dic 2022;581,86;591,87;
21 dic 2022;583,42;591,75;
22 dic 2022;583,50;590,40;
23 dic 2022;579,05;588,34;
24 dic 2022;579,55;587,24;
25 dic 2022;579,55;587,24;
26 dic 2022;579,55;587,24;
27 dic 2022;579,21;587,24;
28 dic 2022;582,23;590,16;
29 dic 2022;590,71;596,08;
30 dic 2022;594,17;601,99;
31 dic 2022;594,17;601,99;
1 ene 2023;594,17;601,99;
